spotify_id,name,artists,album_name,album_release_date,days_in_top50,lyrics
5Q0Nhxo0l2bP3pNjpGJwV1,Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives,2009-01-01,1,"[Verse 1]
I hopped off the plane at LAX
With a dream and my cardigan
Welcome to the land of fame excess (Woah)
Am I gonna fit in?
Jumped in the cab, here I am for the first time
Look to my right, and I see the Hollywood sign
This is all so crazy
Everybody seems so famous

[Pre-Chorus]
My tummy's turnin' and I'm feelin' kinda homesick
Too much pressure and I'm nervous
That's when the taxi man turned on the radio
And a Jay-Z song was on
And a Jay-Z song was on
And a Jay-Z song was on

[Chorus]
So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah""
Movin' my hips like, ""Yeah""
I got my hands up, they're playin' my song
I know I'm gonna be okay
Yeah, it's a party in the U.S.A.
Yeah, it's a party in the U.S.A.

[Verse 2]
Get to the club in my taxi cab
Everybody's lookin' at me now
Like, ""Who's that chick that's rockin' kicks?""
""She gotta be from out of town""
So hard with my girls not around me
It's definitely not a Nashville party
'Cause all I see are stilettos
I guess I never got the memo

[Pre-Chorus]
My tummy's turnin' and I'm feelin' kinda homesick
Too much pressure and I'm nervous
That's when the DJ dropped my favorite tune
And a Britney song was on
And a Britney song was on
And a Britney song was on

[Chorus]
So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah""
Movin' my hips like, ""Yeah""
I got my hands up, they're playin' my song
I know I'm gonna be okay
Yeah, it's a party in the U.S.A.
Yeah, it's a party in the U.S.A.

[Bridge]
Feel like hopping on a flight (On a flight)
Back to my hometown tonight (Town tonight)
Something stops me every time (Every time)
The DJ plays my song, and I feel all right (Hey, hey)

[Chorus]
So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah"" (N-n-n-noddin' my head)
Movin' my hips like, ""Yeah"" (Ooh, yeah)
I got my hands up, they're playin' my song
I know I'm gonna be okay (Gonna be okay)
Yeah (Na-na, na-na), it's a party in the U.S.A. (Yeah)
Yeah, it's a party in the U.S.A.
So I put my hands up
They're playin' my song, the butterflies fly away (I'm flying away)
I'm noddin' my head like, ""Yeah"" (Noddin' my head like, ""Yeah"")
Movin' my hips like, ""Yeah"" (Movin' my hips like, ""Yeah"")
I got my hands up, they're playin' my song
I know I'm gonna be okay (I'm gonna be okay)
Yeah (Yeah), it's a party in the U.S.A.
Yeah (Ha-ha-ha, ha-ha), it's a party in the U.S.A."
1s7oOCT8vauUh01PbJD6ps,Calm Down (with Selena Gomez),"Rema, Selena Gomez",Rave & Roses Ultra,2023-04-27,1,
0cVyQfDyRnMJ0V3rjjdlU3,Lil Boo Thang,Paul Russell,Lil Boo Thang,2023-08-18,1,"[Intro]
Look, let me tell you (Girl)

[Chorus]
You my lil' boo thang
So I don't give a hoot what your dude say, girl, I know
You a lil' too tame
I'll be shootin' that shot like 2K, girl, I know
Tell 'em I'm, tell 'em I'm next
Tell 'em you found a lil' somethin' too fresh, I know
Tell 'em I'm, tell 'em I'm next
Tell 'em you found a lil' somethin' too fresh, I know

[Verse]
Put a lil' gold in the teeth
And the fit good, so I took the doors off the Jeep, okay
I see a brother holdin' your seat, no beef
But I'm tryna get to know you at least
Don't take my talkin' to you wrong
I can keep it chill like a sauvignon blanc
I'ma keep it real when your man long gone
If you're lookin' for a friend, then you got thе wrong song

[Pre-Chorus]
Baby girl, what's good, what's with ya?
If you booked tonight, that's fiction
I'm outside, no pictures
You want mе, go figure
To the back, to the front
You a ten, baby girl, but I'm the one (Hey)
To the back, to the front
You a ten, baby girl, but I'm the one (One)

[Chorus]
You my lil' boo thang
So I don't give a hoot what your dude say, girl, I know
You a lil' too tame
I'll be shootin' that shot like 2K, girl, I know
Tell 'em I'm, tell 'em I'm next
Tell 'em you found a lil' somethin' too fresh, I know
Tell 'em I'm, tell 'em I'm next
Tell 'em you found a lil' somethin' too fresh, I know

[Bridge]
Ayy
Girl, you got me
I'm singin', it's like
Oh-ooh, oh-ooh, you got the best of my love
Oh-ooh, oh-ooh, you got the best of my, my
Oh-ooh, oh-ooh, you got the best of my love
Oh-ooh, oh-ooh, and in that dress I'm like (Woah)

[Chorus]
You my lil' boo thang (Yeah)
So I don't give a hoot what your dude say, girl, I know
You a lil' too tame
I'll be shootin' that shot like 2K, girl, I know
Tell 'em I'm, tell 'em I'm next
Tell 'em you found a lil' somethin' too fresh, I know
Tell 'em I'm, tell 'em I'm next
Tell 'em you found a lil' somethin' too fresh, I know"
6uTPdRrEDeH8Fyg5L5qmeU,Never Lose Me,Flo Milli,Never Lose Me,2023-11-30,68,"[Intro]
Never had a bitch like me in your life
You ain't never had a bitch like me in your life, uh
Never had a bitch like me in your life
You ain't never had a bitch like me in your life (Yeah)

[Verse 1]
He speed in the Wraith while his hand on my coochie (Yeah)
He touchin' Emilio Pucci (Uh)
Doin' good, bitch, I'm gucci (I'm good)
Fly to Asia, he feedin' me sushi (Ooh)
When we fuckin', it feel like a movie
Raw bitch, ain't never been a groupie
Stiff on a ho, I like my nigga bougie (Yeah)
Tell me you don't nevеr wanna lose me

[Chorus]
Tell mе you don't never wanna lose me
Tell me you don't never wanna lose me
Tell me you don't never wanna lose me
Tell me you don't never wanna lose me
Tell me you don't never wanna lose me
Tell me you don't never wanna lose me (Lose me)
Tell me you don't never—

[Verse 2]
Keep me a Haitian, I love me a Zoe
I've been thinkin' 'bout you on the road
We havin' rich sex on a boat
He hit it back to back like it's dope (Like it's dope)
How you gon' prove you could treat me right?
You stole my heart like a thief in the night
Yeah, he my man, he was never your type
If you try me, ho, it's on sight
He totin' the Uzi, but he actin' real bougie (Bougie, yeah)
I like to fight over dick, ho, don't get hit with the two-piece (Two-piece)
You know you can call if you need me
Tell me you ain't never ever leavin' (No)
When I suck it, I look in your eyes (Yeah)
You better fuck me like you mean it (Fuck me like you mean it)

[Chorus]
Tell me you don't never wanna lose me
Tell me you don't never wanna lose me
Tell me you don't never wanna lose me
Tell me you don't never wanna lose me
Tell me you don't never wanna lose me
Tell me you don't never wanna lose me (Lose me)
Tell me you don't never—

[Outro]
He speed in the Wraith while his hand on my coochie
Doin' good, bitch, I'm gucci
When we fuckin', it feel like a movie
Be stiff on a ho, I like my nigga bougie (Yeah)
Tell me you don't never wanna lose me"
4tKGFmENO69tZR9ahgZu48,Murder On The Dancefloor,Sophie Ellis-Bextor,Read My Lips,2002-06-06,29,"[Intro]
(Murder, murder, murder…)
It's murder on the dancefloor
But you better not kill the groove
DJ, gonna burn this goddamn house right down

[Verse 1]
Oh, I know, I know, I know, I know, I know, I know, I know
About your kind
And so, and so, and so, and so, and so, and so, and so
I'll have to play

[Pre-Chorus]
If you think you're getting away, I will prove you wrong
I'll take you all the way, boy, just come along
Hear me when I say, hey

[Chorus]
It's murder on the dancefloor
But you better not kill the groove, hey-hey, hey-hey
It's murder on the dancefloor
But you better not steal the moves
DJ, gonna burn this goddamn house right down

[Verse 2]
Oh, I know, I know, I know, I know, I know, I know, I know
I know there may be others
And so, and so, and so, and so, and so, and so, and so
You'll just have to pray

[Pre-Chorus]
If you think you're getting away, I will prove you wrong
I'll take you all the way, stay another song
I'll blow you all away, hey

[Chorus]
It's murder on the dancefloor
But you better not kill the groove, hey-hey, hey-hey
It's murder on the dancefloor
But you better not steal the moves
DJ, gonna turn this house around somehow
Murder on the dancefloor (On the dancefloor)
But you better not kill the groove, hey-hey, hey-hey
It's murder on the dancefloor (On the dancefloor)
But you better not steal the moves
DJ, gonna burn this goddamn house right down

[Instrumental Break]

[Pre-Chorus]
Don't think you'll get away, I will prove you wrong
I'll take you all the way, boy, just come along
Hear me when I say, hey

[Chorus]
It's murder on the dancefloor
But you better not kill the groove
It's murder on the dancefloor
But you better not steal the moves
DJ, gonna burn this goddamn house right down
It's murder on the dancefloor
But you better not kill the groove, hey-hey, hey-hey
It's murder on the dancefloor
But you better not steal the moves
DJ, gonna burn this goddamn house right down
It's murder on the dancefloor (On the dancefloor)
But you better not kill the groove, hey-hey, hey-hey
It's murder on the dancefloor (On the dancefloor)
But you better not steal the moves
DJ, gonna burn this goddamn house right down
Oh, I know, I know, I know, I know, I know, I know, I know (On the dancefloor)
But you better not kill the groove"
0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,All I Want Is You,2010-11-26,2,"[Intro]
Love you like a brother
Treat you like a friend
Respect you like a lover

[Refrain]
Oh-ooh-oh, oh-ooh-oh, oh-ooh-oh (You could bet that, never gotta sweat that
)
Oh-ooh-oh, oh-ooh-oh, oh (
You could bet that, never gotta sweat that
)
Yeah, yeah, yeah (
You could bet that, never gotta sweat that
)
(
You could 
bet
 that, never gotta sweat that
) Yeah

[Verse 1]
If you be the cash, I'll be the rubber band
You be the match, I will be a fuse, boom!
Painter, baby, you could be the muse
I'm the reporter, baby, you could be the news
'Cause you're the cigarette and I'm the smoker
We raise a bet 'cause you're the joker
Checked off, you are the chalk
And I could be the blackboard, you can be the talk
And I can be the walk, yeah-eah

[Chorus]
Even when the sky comes fallin'
Even when the sun don't shine
I got faith in you and I
So put your pretty little hand in mine
Even when we're down to the wire, babe
Even when it's do or die
We could do it, baby, simple and plain
'Cause this love is a sure thing, yeah

[Refrain]
(You could bet that, never gotta sweat that) Oh yeah, yeah
(You could bet that, never gotta sweat that)
(You could bet that, never gotta sweat that)
(You could bet that, never gotta sweat that)

[Verse 2]
You could be the lover, I'd be the fighter, babe
If I'm the blunt (Uh), you could be the lighter, babe, fire it up!
Writer, baby, you could be the quote, yeah (Uh)
If I'm the lyric, baby, you could be the note (Uh), record that!
Saint, I'm a sinner, prize, I'm a winner
And it's you, what did I do to deserve that?
Paper, baby, I'll be the pen
Say that I'm the one 'cause you are a ten
Real and not pretend

[Chorus]
Even when the sky comes fallin' (Yeah, yeah, yeah, yeah, yeah, yeah)
Even when the sun don't shine
I got faith in you and I
So put your pretty little hand in mine
(You could bet that, never gotta sweat that) Even when we're down to the wire, babe
(You could bet that, never gotta sweat that) Even when it's do or die
(You could bet that, never gotta sweat that) We could do it, baby, simple and plain
(You could bet that, never gotta sweat that) 'Cause this love is a sure thing, yeah

[Bridge]
Uh, now rock with me, babe
And let me hold you in my arms, talk with me, babe, yeah-yeah
Uh, now rock with me, babe
And let me hold you in my arms, talk with me, babe, yeah-yeah
This love between you and I is simple as pie, baby
It's such a sure thing, it's such a sure thing
Oh, it's such a sure thing, yeah, yeah, yeah, yeah (It's such a sure thing)

[Chorus]
(You could bet that, never gotta sweat that) Even when the sky comes fallin' (Yeah)
(You could bet that, never gotta sweat that) Even when the sun don't shine
(You could bet that, never gotta sweat that) I got faith in you and I
(You could bet that, never gotta sweat that) So put your pretty little hand in mine
(You could bet that, never gotta sweat that) Even when we're down to the wire, babe
(You could bet that, never gotta sweat that) Even when it's do or die
(You could bet that, never gotta sweat that) We could do it, baby, simple and plain
(You could bet that, never gotta sweat that) 'Cause this love is a sure thing

[Outro]
(You could bet that, never gotta sweat that) Love you like a brother
(You could bet that, never gotta sweat that) Treat you like a friend
(You could bet that, never gotta sweat that) Respect you like a lover
(You could bet that, never gotta sweat that) Oh-ooh-oh, oh-ooh-oh, oh-ooh-oh"
4yreExU3eRNTe2iJz6X6k3,american dream,21 Savage,american dream,2024-01-12,1,"[Interlude: Heather Carmillia Joseph]
My dreams have always gone beyond the crossing of a pond
As a mother, every path I walked was for my son
Challenges were a part of the journey
And what I wanted was an afterthought
The idea of providing him proper chances
Helped me to never stop moving forward
Forever confronting whatever transitions that needed to be endured
To make his position as a winner more secured
Now I smile, feeling assured
My choices wеre not in vain
Locations and situations constantly change
But my unwavering hеart remains
For all the trials and all the pain
The mission is as it's always been
For my son to become a man and live free in his American dream"
5P1z8XwsCStb74emERTx9v,letter to my brudda,21 Savage,american dream,2024-01-12,2,"[Intro]
Woah, woah, woah

[Verse 1]
Once you cross that line, it ain't no tryin' to fix it
You want me to forgive you, let's be realistic
I can't kick it with your kind like I tore my meniscus
How you go from co-defendant to a fuckin' witness?
They'll stand on couches with you, but won't stand on business
Woah
I watched everybody turn on my brother like he ain't have 'em out here flyin' jets and fuckin' bitches
This shit ridiculous
I feel your pain, my brother
I know you from the struggle
I know how hard you hustled just to take care of your mother
I know you took clothes off your back for niggas you call brother
I know how hard it get in this jungle, tryna prevail without bein' tried like you no sucker
Huh, life's a motherfucker, yeah
I know ain't nobody perfect
But what's the point in makin' it out if all they do is cuff ya?

[Interlude]
You know, we be comin' from, like, the worst conditions, the worst circumstances
The trenches, the gutter
And sometimes we be forced to make decisions that we don't even wanna make
It be about survival
At the end of the day, we be havin' good hearts
They just be in bad places
I guess that's life, though

[Verse 2]
Father God, forgive me for my sins
Take the mask off all my enemies that's out here actin' like my friends
Did some shit I'm prayin' I never gotta do again
I put blood, sweat, and tears inside this win
If I take care of my hood, the prosecutor call me Gotti
Turn my back on the hood, they probably kill me, probably rob me
It's a Catch-22, I'm bein' honest
Hard work, tryna keep the past behind me
I still be havin' flashbacks 'bout Johnny
Fast forward and the major label signed me
Had to hustle, had to focus, perseverance
Mama used to go to TJ Maxx and shop on clearance
Tayman and CJ, I can still feel they spirits
Skinny and Wanwan used to rap, I know they hear it
It ain't that easy, puttin' pain inside of lyrics
Send this up to Heaven so they can clear it

[Outro]
Y'all know, like, real street niggas gon' feel this shit
And I don't want niggas to get misunderstood
'Cause the rules we live by, don't even matter no more
Just a, just a setback for you to come back
Can't hold a nigga down forever
Know what I'm sayin'?
'Til then, we gon' hold this shit down, straight up"
5wttBUDyaHAR5q9fYnN3YF,prove it,"21 Savage, Summer Walker",american dream,2024-01-12,3,"[Intro: Faith Evans & 21 Savage]
You are the love—
You are the love of my life (Precious little baby)
I dedicate my love to you
You are my child, oh
My child (Yeah, woah)

[Verse 1: 21 Savage & Summer Walker]
I'm pourin' up Wocky in Greece
I came a long way from the east
She leavin' her cream on the sheets
My brother say he want a niece
When I'm with you, it's a safe space
Baby, you bringin' me peace
You know how it get in the streets
Ain't none of it shallow, it's deep
Yeah
I wanna cuddle for weeks
Your mama'nem think that you innocent
I know you turn into a freak
Don't really carе about your exes
Whatevеr it is, it could be
They playin', I'm makin 'em see
I know you swingin' them hoes like the D
I had to comb out the dreads
She fell in love with the braids
Gutter bitch, she cook and clean
And she'll load up the Ks
Your body got me in a daze
It don't matter the look, you get slayed
Her face card never decline
Man, fuck all that makeup, you fine
Better tell all them niggas you mine
She a dollar, way more than a dime
When I'm with you, I get nervous
It gotta be love, it's a sign
Yeah
I don't care where we goin', I'm ridin'
Fuck what you bring to the table
'Cause bae you the table, I'm eatin', let's dine (
Oh-oh
)

[Chorus: Summer Walker]
You know you my baby, you know you my twin
If they disrespect me, then it's comin' to an end
If them niggas play with me, we know that you gon' sin
Baby, if only you knew
How much I do love you
How much I do trust you
I pray these hoes don't make me have to prove it

[Verse 2: 21 Savage & Summer Walker]
You need a nigga to mold you (I know)
You need a nigga to hold you (I do)
He a lil' boy and I told you
Why you keep lookin' for closure?
Hit Eliantte and froze her (Yeah, yeah)
Now you a bear, polar
Play with her cat, Doja (Oh)
Throw that shit back like you 'posed to
Trust me, I'm takin' it easy
I really wanna get neeky
You actin' shy, but you freaky (Oh)
I want a piece, no Reese (Oh)
She sayin', ""Bae, come meet me
At the salon, I'm on Peachtree""
She know I'm pullin' up BP (Oh yeah)
Ten Presidentials, no D.C. 
She love Louis and CC (
Oh
)
No 2K, I got VC
Grab on that ass when she greet me
I heard of your nigga, he sweet tea
You cuffed me, don't ever release me (No, baby)
Talk about me in your stories
Bae, sub-tweet me

[Chorus: Summer Walker]
You know you my baby, you know you my twin
If they disrespect me, then it's comin' to an end
If them niggas play with me, we know that you gon' sin
Baby, if only you knew
How much I do love you
How much I do trust you
I pray these hoes don't make me have to prove it

[Outro: Summer Walker]
You are the love of my life
I dedicate
I dedicate it all to you"
4yLyVdEqV790aIXyGif85v,red sky,21 Savage,american dream,2024-01-12,3,"[Intro: Tommy Newport]
Red sky bleedin' from my eye
Tides risin' up to new highs
I turn my back to the wind
Slowly driftin' away
I hear the night sing (Welcome to your new—)
Welcome to your new—

[Verse 1: 21 Savage]
It's fourth and inches, I'm sendin' a blitz
Live on the toilet, I stay on my shit
You say we opps, but you stay on my dick
My shooter a rapper, I sent him a hit
They be on Twitter like, ""When he gon' miss?""
Say I fell off, but I fell in his bitch
Fuck yo' white flag, I ain't tellin' 'em shit
I play it cool and hand brodie the blick
Blick out yo' stu' just to show you I'm rich
Now you can't drop no more music 'cause shit
How you jump right on that song and then snitch?
Nigga, you sassy and wrong as a bitch
Say the wrong thing and get put on that list
This is a warning 'cause Savagе don't diss
Better thank me that yo' ass still еxist
'Cause Jesus can't save you from what's in this stick
She don't look good without makeup, I'm stiff
Don't fuck with rappers 'cause most of 'em snitch
Diamonds gon' cover my neck and my fist
Watch on my leg 'cause I ran out of wrists
Draco brown like a Hershey
Hang out the window and blow 'em a kiss
Hang out the window and wave at his bitch
Gun smoke, I take it far when I'm pissed

[Chorus: Mikky Ekko & Tommy Newport]
Under cover of the darkness (Red sky bleedin')
Sunlight moves, awakening (Red sky bleedin')
One that stares while one's asleep (Red sky bleedin')
Before that's done, it's waking

[Verse 2: 21 Savage]
Don't give a fuck, I'ma rock with my twin
Niggas freeze up when it's time to go spin
Speak on the dead, then we boxin' you in
Send you to heaven, they kill you again
We killed his buddy, he buckin' again
If they revive 'em, we bust him again
Pistol so big, ain't no tuckin' it in
I got in trouble for tellin' on friends
Rip out your tongue if you talkin' too much
You gon' get chopped out talkin' to us
Bullet-proof truck 'cause I know they could touch me
Bury the K and it still shoot rusty
Fuck my opps, niggas broke and they musty
All my exes still wanna fuck me
Eliantte on me, this is not lucky
Fry me a nigga like I'm from Kentucky
Remember when pops used to front me
When I see rappers, I do not see rappers, my nigga, I really see lunch meat
Three-hundred black on the seat and the Glock on my hip, ain't no way you could punch me
You ain't really gang, you a flunkie
Send your ass to the store like you auntie, pussy

[Chorus: Mikky Ekko & Tommy Newport]
Under cover of the darkness (Red sky bleedin')
Sunlight moves, awakening (Red sky bleedin')
One that stares while one's asleep (Red sky bleedin')
Before that's done, it's waking

[Outro: Mikky Ekko]
This is really happening
Is this is really happening?"
6XaJfhwof7qIgbbXO5tIQI,Igual Que Un Ángel (with Peso Pluma),"Kali Uchis, Peso Pluma",ORQUÍDEAS,2024-01-12,35,"[Intro: Kali Uchis]
Uh, uh, uh
Oh, oh, oh, oh

[Verse 1: Kali Uchis]
You should've seen the way she looked, just like an angel
Heaven's her residence, and she won't fall
They just can't reach her, an unreachable princess
Her heart was broken, but she never lost herself, oh

[Pre-Chorus: Kali Uchis]
Everyone wants money, others want fame
A superficial love (Ah-ah, ah)
But she wants calm, not to harm her soul (Ah-ah, ah)
She never forgets what is real

[Chorus: Kali Uchis]
A heart likе yours is endangered
Hеaven must have sent you, love
A heart like yours is endangered
Heaven must have sent you, love
God's favorite, God's favorite, and it shows
Sent from Heaven down to Earth
God's favorite, God's favorite, and she knows
Sent from Heaven down to Earth

[Verse 2: Peso Pluma, Kali Uchis]
They promised her love and failed her
Dry eyes from all the tears they shed
But she doesn't give up, smiles even when it hurts
Because people like her are rare (Oh-oh, oh, oh)

[Pre-Chorus: Peso Pluma & Kali Uchis, Peso Pluma, Kali Uchis]
Everyone wants money, others want fame
A superficial love (Ah-ah, ah)
But she wants calm, not to harm her soul (Ah-ah, ah)
She never forgets what is real

[Chorus: Kali Uchis & Peso Pluma, Kali Uchis, Peso Pluma]
A heart like yours is endangered
Heaven must have sent you, love (Oh)
A heart like yours is endangered
Heaven must have sent you, love
God's favorite, God's favorite, and it shows
Sent from Heaven down to Earth
God's favorite, God's favorite, and she knows
Sent from Heaven down to Earth

[Verse 3: Kali Uchis]
Uh, with that attitude, no one deserves her
If you want her, pray for her
Because she is light, ay, nothing like that
She is not within your reach, the girl is an angel, ah-ah, ah, ah

[Pre-Chorus: Peso Pluma & Kali Uchis, Kali Uchis]
Everyone wants money, others want fame
A superficial love (Ah-ah, ah)
But she wants calm, not to harm her soul (Ah-ah, ah)
She never forgets what is real

[Chorus: Kali Uchis & Peso Pluma, Kali Uchis, Peso Pluma]
A heart like yours is endangered
Heaven must have sent you, love (Oh)
A heart like yours is endangered
Heaven must have sent you, love
God's favorite, God's favorite, and it shows
Sent from Heaven down to Earth
God's favorite, God's favorite, and she knows
Sent from Heaven down to Earth

[Outro: Peso Pluma, Kali Uchis]
God
She knows
God's favorite
Favorite of God
She knows
God's favorite"
4E64eAph6AYI98ucunrGH8,see the real,21 Savage,american dream,2024-01-12,2,"[Chorus]
My dog don't want nothin' out of life but to kill niggas
And they wonder why I'm still with 'em
All these Ms in the bank, I don't feel richer
I'ma step up in that way since a lil' nigga
Another body get dropped, I don't feel different
Took some Ls, but I'm still winnin'
You knew she was a thot, why you still with her?
When you tell somebody no, you see the real in 'em

[Verse 1]
Slidin' in the Benz
You know that's my brother, so we call each other twin
By the way we shake hands
Got it out the mud, but we grew up in the sand
You a shooter or a fan?
We can't get at you, then we gon' bring it to your mans
I don't do the Twitter rants
Brand new Desert Eagle, tryna stuff it in my pants
Check my net worth, I'll be dead fresh
All my hoes fine, got the best set
If I wanna cuff her, she arrested
Try to take my bitch, you get your neck slit
Call me Santa Claus, 'cause I'm rich-rich
Put a Birkin bag on your wish list
Jumped in the DM and she missed it

[Chorus]
My dog don't want nothin' out of life but to kill niggas
And they wonder why I'm still with 'em
All these Ms in the bank, I don't feel richer
I'ma step up in that way since a lil' nigga
Another body get dropped, I don't feel different
Took some Ls, but I'm still winnin'
You knew she was a thot, why you still with her?
When you tell somebody no, you see the real in 'em

[Verse 2]
Snitchin' is a no-no
Rappers wanna beef, but I ain't givin' niggas promo
Got your baby mama with me askin' for the coco
Not Chanel neither, nah, she wanna do the blow-blow
Hit her from the back, then I put her in the chokehold
Shit done got crazy, man, we fuckin' on the floor-floor
Sippin' on this syrup and it got me movin' slow-mo
She gon' take a charge if we run into the po-po
Walk 'em down 'til I'm tired
Give an opp a first-class ticket to the sky
Diamonds ice skating, if you touch 'em, we gon' slide
Shut up, hit this hookah, you keep fuckin' up the vibe
She ain't mine, but I treat her like I love her
Pussy good, but I can't hit without no rubber
She start trippin', I'ma go and get another

[Chorus]
My dog don't want nothin' out of life but to kill niggas
And they wonder why I'm still with 'em
All these Ms in the bank, I don't feel richer
I'ma step up in that way since a lil' nigga
Another body get dropped, I don't feel different
Took some Ls, but I'm still winnin'
You knew she was a thot, why you still with her?
When you tell somebody no, you see the real in 'em"
4Xzq2WibDHR5Eufi21HlEZ,should've wore a bonnet,"21 Savage, Brent Faiyaz",american dream,2024-01-12,4,"[Intro: K-Ci]
Lovin' you is all that I have to do (Yeah)
I don't wanna do anything else
I don't wanna do anything else, baby, baby

[Chorus: 21 Savage & Brent Faiyaz]
Drop your dot, you know I'm comin'
Lace front fucked up, you should've wore your bonnet
Runnin' from me, runnin' from me
Runnin' from me, runnin' from me

[Post-Chorus: Brent Faiyaz & 21 Savage]
Drop the lo', I'm comin'
I already know it's runnin' for me
Girl, it's truly a blessin'
You can make all the mess that you want
And that's all that I want
Is for you to run
Runnin' like a faucet
Don't give a fuck 'bout where you goin' (Woah, yeah)

[Verse 1: 21 Savage]
Workin' even on your days off (Yeah, yeah)
Body right, everything soft (Yeah, yeah, yeah)
Two shots, she don't really talk
Business card, show 'em you the boss
Wе can take a jet to see the world
I know that you a small city girl (21, 21)
I know niggas in your DM
Shе don't wanna be your BM
Who them niggas? Shit, we them
No cap, kizzy or a brim
Late night, grippin' off her Skims
Wintertime, I got on my Timbs
Make a baby, listenin' to Tems (21)
These bitches call me Sugar Ray
I might ball, but nigga, I don't play
Call a Uber, she done overstayed
Every hour, new one on the way
Pop shit, I'm straight up out the A
Hot shit, come up out the K
My lil' brother got more masks than Ye
I wanna feel your stomach (21)
Grab the sheets, I wanna see you runnin' (On God)
Runnin' from me, runnin'
Runnin' from me, runnin'

[Chorus: 21 Savage & Brent Faiyaz]
Drop your dot, you know I'm comin'
Lace front fucked up, you should've wore your bonnet
Runnin' from me, runnin' from me (21)
Runnin' from me, runnin'

[Post-Chorus: Brent Faiyaz & 21 Savage]
Drop the lo', I'm comin'
I already know it's runnin' for me
Girl, it's truly a blessin'
You can make all the mess that you want (On God)
And that's all that I want
Is for you to run (Yeah)
Runnin' like a faucet
Don't give a fuck 'bout where you goin' (On God)

[Verse 2: Brent Faiyaz & 21 Savage]
When I come around, you'll know (Yeah, you know)
Have your head right, just goin' down for show (That's on God)
Fuck where you bed at, bitch, get down on the floor (21, 21)
Runnin' from me  (21, 21)

[Chorus: 21 Savage & Brent Faiyaz]
Drop your dot, you know I'm comin'
Lace front fucked up, you should've wore your bonnet
Runnin' from me, runnin' from me
Runnin' from me, runnin'

[Outro: 
K-Ci
]
Lovin' you is all that I have to do
I don't wanna do anything else
Listen, baby"
